case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,77093,,,,,,
10100374420,1014,Recycling ,NE_Overdue,MONDAY,NEMO112,NE,1
6,"MAYFORD, ",Cart Repair ,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,or Replace,,,,,
,TX 77076,,,,,,
393937-,5710,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100392616,"GLENARM, ",Dumping or ,due,,,,
1,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
10100393246,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
8,2700,Dumping or ,due,,,,
,SAKOWITZ ,Illegal ,,,,,
,ST&5750 ,Dumpsite,,,,,
,WALLISVIL,,,,,,
,LE RD,,,,,,
10100392733,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
7,2700,Dumping or ,due,,,,
,SAKOWITZ ,Illegal ,,,,,
,ST&5750 ,Dumpsite,,,,,
,WALLISVIL,,,,,,
,LE RD,,,,,,
10100392381,10113 W ,Recycling ,NE_Not_Over,MONDAY,NEMO112,NE,1
9,"HARDY, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77076,,,,,,
10100392295,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR107,NE,1
8,8700,Dumping or ,due,,,,
,INDUSTRIA,Illegal ,,,,,
,L DR&1800 ,Dumpsite,,,,,
,MAXINE ST,,,,,,
10100388791,3734,Recycling ,SE_Not_Over,TUESDAY,SETU114,SE,1
6,YELLOWST,Participation ,due,,,,
,"ONE, ",NEW,,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
10100354699,3635,Property ,SE_Overdue,TUESDAY,SETU114,SE,1
5,YELLOWST,Damage,,,,,
,"ONE, ",,,,,,
,HOUSTON ,,,,,,
,TX 77021,,,,,,
10100392561,3001,Recycling ,NE_Not_Over,FRIDAY,NEFR109,NE,1
4,"VINTAGE, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77026,,,,,,
10100390871,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR109,NE,1
3,3900,Dumping or ,due,,,,
,COLLINGSW,Illegal ,,,,,
,ORTH ,Dumpsite,,,,,
,ST&3700 ,,,,,,
,RUSSELL ST,,,,,,
10100390732,"3901 FALLS, ",Trash ,NE_Not_Over,FRIDAY,NEFR109,NE,1
0,HOUSTON ,Dumping or ,due,,,,
,77026,Illegal ,,,,,
,,Dumpsite,,,,,
393764-,2801,Trash ,NE_Not_Over,FRIDAY,NEFR115,NE,1
10100392496,"COCHRAN, ",Dumping or ,due,,,,
5,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
10100392250,7006,Trash ,NE_Not_Over,TUESDAY,NETU105,NE,1
1,"HOPPER, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77016,Dumpsite,,,,,
10100392560,6053,Trash ,NE_Not_Over,TUESDAY,NETU105,NE,1
1,TAUTENHA,Dumping or ,due,,,,
,"HN, ",Illegal ,,,,,
,HOUSTON ,Dumpsite,,,,,
,77016,,,,,,
10100392916,"617 LINK, ",New Resident ,NW_Not_Ove,THURSDAY,NWTH121,NW,1
9,HOUSTON ,Container,rdue,,,,
,77009,,,,,,
394076-,5302,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100392748,"MULVEY, ",Dumping or ,due,,,,
2,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
394582-,"5009 NOBLE, ",Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100393075,HOUSTON ,Dumping or ,due,,,,
5,77020,Illegal ,,,,,
,,Dumpsite,,,,,
10100392151,"5106 NOBLE, ",Missed Heavy ,NE_Overdue,FRIDAY,NEFR103,NE,1
7,HOUSTON ,Trash Pickup,,,,,
,77020,,,,,,
394078-,2004,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100392630,"ERASTUS, ",Dumping or ,due,,,,
9,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
392017-,2014,Trash ,SE_Not_Over,MONDAY,SEMO122,SE,1
10100389151,POSSUM ,Dumping or ,due,,,,
1,"CREEK, ",Illegal ,,,,,
,HOUSTON ,Dumpsite,,,,,
,77017,,,,,,
10100392667,2010,Missed Heavy ,SE_Not_Over,MONDAY,SEMO122,SE,1
3,"WOODBINE, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100377106,2016,Container ,NE_Overdue,MONDAY,NEMO103,NE,1
7,WELLINGTO,Problem,,,,,
,"N, ",,,,,,
,HOUSTON ,,,,,,
,TX 77093,,,,,,
10100392306,3821,Recycling ,NE_Not_Over,FRIDAY,NEFR120,NE,1
5,"BADEN, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77009,,,,,,
10100393122,4218,Trash ,NE_Not_Over,FRIDAY,NEFR120,NE,1
2,"AVERILL, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
10100393211,"4216 BEGGS, ",Container ,NE_Not_Over,FRIDAY,NEFR120,NE,1
7,HOUSTON ,Problem,due,,,,
,77009,,,,,,
10100393080,829 E ,Recycling ,NE_Not_Over,MONDAY,NEMO110,NE,1
1,WELLINGTO,Participation ,due,,,,
,"N, ",NEW,,,,,
,HOUSTON ,,,,,,
,77076,,,,,,
10100392869,"6924 EPPES, ",Trash ,SE_Not_Over,TUESDAY,SETU108,SE,1
0,HOUSTON ,Dumping or ,due,,,,
,77087,Illegal ,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,,Dumpsite,,,,,
391843-,"3500 WILEY, ",Trash ,NE_Not_Over,MONDAY,NEMO104,NE,1
10100389017,HOUSTON ,Dumping or ,due,,,,
6,77093,Illegal ,,,,,
,,Dumpsite,,,,,
391559-,9530,Trash ,NE_Not_Over,MONDAY,NEMO104,NE,1
10100388697,"JENSEN, ",Dumping or ,due,,,,
1,HOUSTON ,Illegal ,,,,,
,77093,Dumpsite,,,,,
10100392539,3011,Add A Can ,NE_Not_Over,MONDAY,NEMO104,NE,1
9,"FOLGER, ",CANCELLAT,due,,,,
,HOUSTON ,ION,,,,,
,77093,,,,,,
10100392018,2406,Missed Heavy ,NE_Overdue,MONDAY,NEMO104,NE,1
9,"CHARLES, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100392493,"405 JAMES, ",Recycling ,NE_Not_Over,FRIDAY,NEFR117,NE,1
9,HOUSTON ,Cart Repair ,due,,,,
,77009,or Replace,,,,,
393185-,6636,Trash ,NE_Not_Over,TUESDAY,NETU117,NE,1
10100391988,"HIRSCH, ",Dumping or ,due,,,,
0,HOUSTON ,Illegal ,,,,,
,77016,Dumpsite,,,,,
10100390831,7950,New Resident ,NE_Overdue,TUESDAY,NETU117,NE,1
2,"SAYERS, ",Container,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
393803-,"4700 LEE, ",Trash ,NE_Not_Over,FRIDAY,NEFR104,NE,1
10100392499,HOUSTON ,Dumping or ,due,,,,
5,77020,Illegal ,,,,,
,,Dumpsite,,,,,
10100393060,"2204 WACO, ",Trash ,NE_Not_Over,FRIDAY,NEFR104,NE,1
7,HOUSTON ,Dumping or ,due,,,,
,77020,Illegal ,,,,,
,,Dumpsite,,,,,
10100392105,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR104,NE,1
6,4000 CURTIS ,Dumping or ,due,,,,
,ST&1400 ,Illegal ,,,,,
,GRANGER ,Dumpsite,,,,,
,ST,,,,,,
10100392263,8634,Missed Heavy ,NE_Overdue,MONDAY,NEMO103,NE,1
5,WETHERILL,Trash Pickup,,,,,
,", HOUSTON ",,,,,,
,77093,,,,,,
10100393190,8806,Trash ,NE_Not_Over,MONDAY,NEMO103,NE,1
0,"BURDEN, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77093,Dumpsite,,,,,
10100392556,1804,Container ,SW_Not_Ove,TUESDAY,SWTU117,SW,1
8,"WICHITA, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77004,,,,,,
10100390757,"2200 KIRK, ",Trash ,NE_Not_Over,FRIDAY,NEFR111,NE,1
4,HOUSTON ,Dumping or ,due,,,,
,77026,Illegal ,,,,,
,,Dumpsite,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100378415,2103,New Resident ,NE_Overdue,FRIDAY,NEFR111,NE,1
2,"HUTTON, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
394617-,1902,Trash ,NE_Not_Over,FRIDAY,NEFR116,NE,1
10100393101,"GRANGER, ",Dumping or ,due,,,,
2,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
10100392290,3409,Recycling ,NE_Not_Over,FRIDAY,NEFR116,NE,1
3,"RAWLEY, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77020,,,,,,
10100393259,Intersection ,Dead Animal ,NE_Not_Over,FRIDAY,NEFR116,NE,1
7,1700,Collection,due,,,,
,BRINGHURS,,,,,,
,T ST&3600 ,,,,,,
,NEW ,,,,,,
,ORLEANS ,,,,,,
,ST,,,,,,
393167-,"1814 RYON, ",Trash ,NE_Not_Over,FRIDAY,NEFR118,NE,1
10100391986,HOUSTON ,Dumping or ,due,,,,
6,77009,Illegal ,,,,,
,,Dumpsite,,,,,
10100392647,3019,Recycling ,NE_Not_Over,FRIDAY,NEFR118,NE,1
9,"ELYSIAN, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77009,,,,,,
10100377182,1501,Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
8,"MORRIS, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100392931,"3819 TERRY, ",Recycling ,NE_Not_Over,FRIDAY,NEFR115,NE,1
3,HOUSTON ,Participation ,due,,,,
,77009,NEW,,,,,
10100378387,4210,Container ,NE_Overdue,FRIDAY,NEFR115,NE,1
9,ROBERTSO,Problem,,,,,
,"N, ",,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100390429,Intersection 0 ,Trash ,SE_Not_Over,TUESDAY,SETU102,SE,1
8,GULF ,Dumping or ,due,,,,
,FWY&6800 ,Illegal ,,,,,
,MONROE ,Dumpsite,,,,,
,RD,,,,,,
10100392548,8527,Missed Heavy ,SE_Not_Over,TUESDAY,SETU102,SE,1
2,"MORLEY, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77061,,,,,,
10100392559,8510,Missed Heavy ,SE_Not_Over,TUESDAY,SETU102,SE,1
2,"GLENLEA, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77061,,,,,,
10100393163,7414,Recycling ,NE_Not_Over,THURSDAY,NETH114,NE,1
7,"WEYBURN, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77028,,,,,,
10100377832,"7213 KNOLL, ",Container ,NE_Overdue,THURSDAY,NETH114,NE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
2,HOUSTON ,Problem,,,,,
,TX 77028,,,,,,
10100392655,5838,Missed Yard ,SW_Not_Ove,TUESDAY,SWTU102,SW,1
3,RUTHERGL,Waste Pickup,rdue,,,,
,"ENN, ",,,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100393105,"847 W 43RD, ",Container ,NW_Not_Ove,TUESDAY,NWTU104,NW,1
3,HOUSTON ,Problem,rdue,,,,
,77018,,,,,,
10100393023,6235,Recycling ,SW_Not_Ove,TUESDAY,SWTU112,SW,1
9,SHADOW ,Cart Repair ,rdue,,,,
,"CREST, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77074,,,,,,
10100392704,602 N ,Recycling ,SE_Not_Over,MONDAY,SEMO102,SE,1
9,"EASTWOOD, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77011,,,,,,
10100393102,7202,New Resident ,SW_Not_Ove,TUESDAY,SWTU109,SW,1
2,"REDDING, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77036,,,,,,
10100393102,7202,Recycling ,SW_Not_Ove,TUESDAY,SWTU109,SW,1
4,"REDDING, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77036,,,,,,
393742-,3825,Trash ,NE_Not_Over,FRIDAY,NEFR110,NE,1
10100392494,"LAVENDER, ",Dumping or ,due,,,,
9,HOUSTON ,Illegal ,,,,,
,77026,Dumpsite,,,,,
10100390906,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR110,NE,1
9,4600,Dumping or ,due,,,,
,CAVALCADE ,Illegal ,,,,,
,ST&4400 ,Dumpsite,,,,,
,KASHMERE ,,,,,,
,ST,,,,,,
10100392236,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR110,NE,1
2,4400 CRANE ,Dumping or ,due,,,,
,ST&4000 ,Illegal ,,,,,
,WAYNE ST,Dumpsite,,,,,
394270-,4714,Trash ,NE_Not_Over,FRIDAY,NEFR110,NE,1
10100392885,"WAYNE, ",Dumping or ,due,,,,
6,HOUSTON ,Illegal ,,,,,
,77026,Dumpsite,,,,,
10100393229,6518,Add A Can,SE_Not_Over,TUESDAY,SETU105,SE,1
5,"RIDGEWAY, ",,due,,,,
,HOUSTON ,,,,,,
,77087,,,,,,
10100392759,"517 E 12TH, ",Recycling ,NW_Not_Ove,THURSDAY,NWTH117,NW,1
6,HOUSTON ,Cart Repair ,rdue,,,,
,77008,or Replace,,,,,
10100392634,"320 E 26TH, ",Container ,NW_Not_Ove,THURSDAY,NWTH119,NW,1
3,HOUSTON ,Problem,rdue,,,,
,77008,,,,,,
10100393027,12743,Add A Can,SW_Not_Ove,MONDAY,SWMO102,SW,1
6,"COVEY, ",,rdue,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,77099,,,,,,
10100393231,4034,SWM ,SW_Not_Ove,FRIDAY,SWFR114,SW,1
5,SMOOTH ,Escalation,rdue,,,,
,"OAK, ",,,,,,
,HOUSTON ,,,,,,
,77053,,,,,,
10100393264,3831,Missed Heavy ,SW_Not_Ove,FRIDAY,SWFR116,SW,1
3,RIPPLEBRO,Trash Pickup,rdue,,,,
,"OK, ",,,,,,
,HOUSTON ,,,,,,
,77045,,,,,,
10100392362,8830,New Resident ,NW_Not_Ove,TUESDAY,NWTU119,NW,1
8,"DONLEY, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77088,,,,,,
10100392362,8830,Recycling ,NW_Not_Ove,TUESDAY,NWTU119,NW,1
9,"DONLEY, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77088,,,,,,
392109-,"6401 DEIHL, ",Trash ,NW_Not_Ove,THURSDAY,NWTH101,NW,1
10100389226,HOUSTON ,Dumping or ,rdue,,,,
2,77092,Illegal ,,,,,
,,Dumpsite,,,,,
10100393032,420 W ,Add A Can,NW_Not_Ove,THURSDAY,NWTH122,NW,1
6,"COTTAGE, ",,rdue,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
10100393148,1130,Container ,NW_Not_Ove,THURSDAY,NWTH122,NW,1
6,"FUGATE, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
10100392719,921,Container ,NW_Not_Ove,THURSDAY,NWTH123,NW,1
6,"BAYLAND, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
393329-,1002 W ,Trash ,NW_Not_Ove,THURSDAY,NWTH120,NW,1
10100392107,CAVALCADE,Dumping or ,rdue,,,,
1,", HOUSTON ",Illegal ,,,,,
,77009,Dumpsite,,,,,
10100392657,2946 PINE ,Recycling ,SE_Not_Over,MONDAY,SEMO118,SE,1
2,"GULLY, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77017,,,,,,
10100389208,6410,Recycling ,SE_Not_Over,FRIDAY,SEFR120,SE,1
1,INNSBRUCK ,Participation ,due,,,,
,"MEADOWS, ",NEW,,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100392645,13910,Missed Heavy ,SE_Not_Over,FRIDAY,SEFR120,SE,1
2,RIMPLE ,Trash Pickup,due,,,,
,"BEND, ",,,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100392883,6018,Missed ,SE_Not_Over,FRIDAY,SEFR120,SE,1
8,"TRESCON, ",Recycling ,due,,,,
,HOUSTON ,Pickup,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77048,,,,,,
10100393262,6830,Dead Animal ,SE_Not_Over,FRIDAY,SEFR120,SE,1
1,"DAYRIDGE, ",Collection,due,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100392635,Intersection ,Trash ,SE_Not_Over,FRIDAY,SEFR120,SE,1
5,6516 FUQUA ,Dumping or ,due,,,,
,ST&11600 ,Illegal ,,,,,
,MYKAWA ,Dumpsite,,,,,
,RD,,,,,,
10100393119,3830,Container ,SE_Not_Over,TUESDAY,SETU114,SE,1
8,"FLORINDA, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
10100354817,3731,Property ,SE_Overdue,TUESDAY,SETU114,SE,1
8,"FLORINDA, ",Damage,,,,,
,HOUSTON ,,,,,,
,TX 77021,,,,,,
10100392665,4823,Container ,NW_Not_Ove,THURSDAY,NWTH105,NW,1
6,"CHANTILLY, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77092,,,,,,
10100393291,5026,Container ,NW_Not_Ove,THURSDAY,NWTH105,NW,1
4,"HIALEAH, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77092,,,,,,
10100393281,1533,Container ,NW_Not_Ove,THURSDAY,NWTH118,NW,1
1,ARLINGTON,Problem,rdue,,,,
,", HOUSTON ",,,,,,
,77008,,,,,,
10100393174,"2902 DRUID, ",Missed ,NW_Not_Ove,TUESDAY,NWTU118,NW,1
8,HOUSTON ,Garbage ,rdue,,,,
,77091,Pickup,,,,,
10100393200,Intersection ,Dead Animal ,NW_Not_Ove,TUESDAY,NWTU118,NW,1
2,6900,Collection,rdue,,,,
,CATHCART ,,,,,,
,DR&1900 W ,,,,,,
,LITTLE ,,,,,,
,YORK RD,,,,,,
10100393022,3902,Missed ,SW_Not_Ove,FRIDAY,SWFR116,SW,1
9,RIPPLEBRO,Garbage ,rdue,,,,
,"OK, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77045,,,,,,
10100393229,14030,Dead Animal ,SW_Not_Ove,FRIDAY,SWFR116,SW,1
1,WHITE ,Collection,rdue,,,,
,"HEATHER, ",,,,,,
,HOUSTON ,,,,,,
,77045,,,,,,
10100390546,3918,Add A Can ,SW_Not_Ove,FRIDAY,SWFR116,SW,1
2,CLOVERBR,CANCELLAT,rdue,,,,
,"OOK, ",ION,,,,,
,HOUSTON ,,,,,,
,77045,,,,,,
10100392459,"9106 ST LO, ",Trash ,SE_Not_Over,FRIDAY,SEFR108,SE,1
9,HOUSTON ,Dumping or ,due,,,,
,77033,Illegal ,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,,Dumpsite,,,,,
10100393256,"5506 RUE, ",Missed Heavy ,SE_Not_Over,FRIDAY,SEFR108,SE,1
0,HOUSTON ,Trash Pickup,due,,,,
,77033,,,,,,
10100390563,5322,Recycling ,SW_Not_Ove,MONDAY,SWMO114,SW,1
3,"FAYETTE, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77056,,,,,,
394466-,1020,Trash ,SE_Not_Over,MONDAY,SEMO116,SE,1
10100392975,"FENNELL, ",Dumping or ,due,,,,
9,HOUSTON ,Illegal ,,,,,
,77012,Dumpsite,,,,,
10100392582,"3927 LUCA, ",Missed Heavy ,SE_Not_Over,TUESDAY,SETU114,SE,1
1,HOUSTON ,Trash Pickup,due,,,,
,77021,,,,,,
10100392568,6510,Container ,SE_Not_Over,TUESDAY,SETU104,SE,1
4,"FLAMINGO, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77087,,,,,,
10100392954,6410,Missed Heavy ,SE_Not_Over,TUESDAY,SETU104,SE,1
7,"HERON, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77087,,,,,,
10100392137,1160 W ,Recycling ,NW_Not_Ove,THURSDAY,NWTH111,NW,1
7,"19TH, ",Participation ,rdue,,,,
,HOUSTON ,NEW,,,,,
,77008,,,,,,
10100392800,1219 B W ,Recycling ,NW_Not_Ove,THURSDAY,NWTH111,NW,1
1,"25TH, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77008,,,,,,
10100392970,"1506 BEVIS, ",Container ,NW_Not_Ove,THURSDAY,NWTH111,NW,1
2,HOUSTON ,Problem,rdue,,,,
,77008,,,,,,
10100392881,1520 W ,Container ,NW_Not_Ove,THURSDAY,NWTH111,NW,1
9,"22ND, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77008,,,,,,
10100393207,2024,Container ,NW_Not_Ove,MONDAY,NWMO120,NW,1
3,"FAIRVIEW, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77019,,,,,,
10100393031,"1909 BRUN, ",Missed ,NW_Not_Ove,MONDAY,NWMO120,NW,1
8,HOUSTON ,Recycling ,rdue,,,,
,77019,Pickup,,,,,
10100392815,2240,Missed ,SW_Overdue,TUESDAY,SWTU118,SW,1
4,"BISSONNET, ",Recycling ,,,,,
,HOUSTON ,Pickup,,,,,
,77005,,,,,,
10100390752,3321,Trash ,NE_Not_Over,TUESDAY,NETU120,NE,1
7,"RIVIERA, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77338,Dumpsite,,,,,
10100393159,5631,Dead Animal ,SW_Not_Ove,THURSDAY,SWTH113,SW,1
6,"MCKNIGHT, ",Collection,rdue,,,,
,HOUSTON ,,,,,,
,77035,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100393131,7342,Container ,SE_Not_Over,TUESDAY,SETU105,SE,1
6,"STANWICK, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77087,,,,,,
10100390680,"8830 NYSSA, ",Trash ,NE_Not_Over,THURSDAY,NETH116,NE,1
2,HOUSTON ,Dumping or ,due,,,,
,77078,Illegal ,,,,,
,,Dumpsite,,,,,
10100391932,6038,Missed Heavy ,NE_Overdue,MONDAY,NEMO118,NE,1
1,"MARTHA, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77396,,,,,,
10100393244,823,Recycling ,NE_Not_Over,THURSDAY,NETH106,NE,1
3,COOLWOOD,Participation ,due,,,,
,", HOUSTON ",NEW,,,,,
,77013,,,,,,
10100376819,11819,New Resident ,NE_Overdue,THURSDAY,NETH106,NE,1
0,LAFFERTY ,Container,,,,,
,"OAKS, ",,,,,,
,HOUSTON ,,,,,,
,TX 77013,,,,,,
10100392900,7614,Missed ,NW_Not_Ove,FRIDAY,NWFR101,NW,1
2,LUMBER ,Garbage ,rdue,,,,
,"JACK, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77040,,,,,,
10100389111,"12725 ARP, ",Recycling ,SW_Not_Ove,THURSDAY,SWTH108,SW,1
3,HOUSTON ,Participation ,rdue,,,,
,77085,NEW,,,,,
10100392900,8415,Container ,SW_Not_Ove,THURSDAY,SWTH119,SW,1
1,"HATTON, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77025,,,,,,
10100393034,915 C ,Container ,NW_Not_Ove,MONDAY,NWMO112,NW,1
7,"ASBURY, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100393187,5314,Recycling ,NW_Not_Ove,MONDAY,NWMO112,NW,1
6,"SCHULER, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77007,,,,,,
10100393209,5307 A ,Container ,NW_Not_Ove,MONDAY,NWMO112,NW,1
5,"NETT, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77007,,,,,,
10100392896,16210,Missed ,SW_Not_Ove,FRIDAY,SWFR109,SW,1
6,"MALADI, ",Garbage ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77053,,,,,,
10100393189,2317,Container ,SE_Not_Over,TUESDAY,SETU121,SE,1
7,"MUNGER, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77023,,,,,,
10100393241,2504,Container ,SE_Not_Over,TUESDAY,SETU121,SE,1
0,"MUNGER, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77023,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100393005,4422,Missed Yard ,SW_Not_Ove,THURSDAY,SWTH117,SW,1
6,WOODVALL,Waste Pickup,rdue,,,,
,"EY, ",,,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100393168,9322,Recycling ,SW_Not_Ove,THURSDAY,SWTH117,SW,1
3,CLIFFWOOD,Cart Repair ,rdue,,,,
,", HOUSTON ",or Replace,,,,,
,77096,,,,,,
10100392539,5019,Container ,SW_Not_Ove,TUESDAY,SWTU119,SW,1
7,"IMOGENE, ",Problem,rdue,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100392964,10734,Missed Yard ,SW_Not_Ove,THURSDAY,SWTH107,SW,1
0,"PAULWOOD, ",Waste Pickup,rdue,,,,
,HOUSTON ,,,,,,
,77071,,,,,,
10100393077,Intersection ,Missed ,SW_Not_Ove,THURSDAY,SWTH107,SW,1
6,8050,Recycling ,rdue,,,,
,CREEKBEN,Pickup,,,,,
,D DR&10700 ,,,,,,
,SHAWNBRO,,,,,,
,OK DR,,,,,,
10100392989,12822,Recycling ,NW_Not_Ove,MONDAY,NWMO103,NW,1
9,"TOSCA, ",Cart Repair ,rdue,,,,
,HOUSTON ,or Replace,,,,,
,77024,,,,,,
10100392403,5158,Add A Can,SW_Not_Ove,TUESDAY,SWTU119,SW,1
3,"IMOGENE, ",,rdue,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100393008,5214,Container ,SW_Not_Ove,TUESDAY,SWTU119,SW,1
7,BRAESVALL,Problem,rdue,,,,
,"EY, ",,,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100389290,9618 S ,Recycling ,SW_Not_Ove,THURSDAY,SWTH101,SW,1
8,PETERSHA,Participation ,rdue,,,,
,"M, ",NEW,,,,,
,HOUSTON ,,,,,,
,77031,,,,,,
10100393115,9138,Missed Heavy ,NW_Not_Ove,TUESDAY,NWTU124,NW,1
0,SUNNYWOO,Trash Pickup,rdue,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,77088,,,,,,
394150-,8749,Trash ,NW_Not_Ove,FRIDAY,NWFR115,NW,1
10100392749,BLANKENS,Dumping or ,rdue,,,,
3,"HIP, ",Illegal ,,,,,
,HOUSTON ,Dumpsite,,,,,
,77080,,,,,,
10100388747,3203,Missed Heavy ,NW_Overdue,FRIDAY,NWFR115,NW,1
6,"OJEMAN, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77080,,,,,,
10100391930,8622,Add A Can,NW_Overdue,FRIDAY,NWFR115,NW,1
3,"RAYSON, ",,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,77080,,,,,,
10100392542,1217,Add A Bin,NE_Not_Over,MONDAY,NEMO108,NE,1
4,"SADLER, ",,due,,,,
,HOUSTON ,,,,,,
,77022,,,,,,
